TransactionAmount,BankName,BIN,Location,DeviceID,Timestamp,IsFraud
46.09,Chase,440000,Port Christian,device_56,2025-05-09 11:23:32,0
270.19,Wells Fargo,440000,Timothyfurt,device_18,2025-05-19 21:02:28,0
175.74,Chase,420000,Ellisport,device_18,2025-03-27 10:11:52,0
119.47,Chase,420000,West Benjamin,device_40,2025-05-04 07:33:37,0
125.29,Capital One,430000,New James,device_70,2025-03-24 06:39:23,0
61.94,Citibank,400000,Michaelside,device_18,2025-04-11 10:42:02,0
253.82,Wells Fargo,440000,Danielmouth,device_88,2025-05-09 17:28:04,0
118.61,Citibank,420000,Kellerton,device_55,2025-05-18 03:55:25,0
130.56,Citibank,430000,North Cody,device_4,2025-05-03 15:22:13,0
197.83,Bank of America,430000,New Kathleenfurt,device_12,2025-04-26 02:41:35,0
32.03,Capital One,420000,Brittanyville,device_32,2025-02-21 13:33:37,0
164.54,Wells Fargo,410000,Lake Jillshire,device_80,2025-05-01 20:02:58,0
21.72,Capital One,420000,West Robertland,device_7,2025-03-09 01:16:30,0
42.36,Citibank,410000,West Kaylamouth,device_52,2025-02-07 09:43:35,0
40.89,Citibank,440000,West Raymondburgh,device_59,2025-03-29 17:09:44,0
384.09,Bank of America,400000,Meyerschester,device_35,2025-02-03 00:02:25,0
194.17,Bank of America,420000,Kristahaven,device_77,2025-02-05 13:40:03,0
120.79,Wells Fargo,440000,West Daniel,device_62,2025-01-26 03:45:04,0
129.85,Bank of America,400000,Port Heather,device_95,2025-01-01 00:27:15,0
82.57,Capital One,400000,Bennettburgh,device_90,2025-05-14 17:50:03,0
293.92,Chase,440000,South Mary,device_95,2025-04-10 23:48:43,0
68.57,Chase,410000,South Karenfurt,device_87,2025-03-01 19:53:52,0
47.89,Chase,420000,Rileyport,device_81,2025-02-24 11:37:01,0
17.8,Bank of America,430000,Deniseview,device_80,2025-03-31 08:12:35,0
154.27,Bank of America,400000,West Debra,device_1,2025-02-05 12:47:24,0
132.59,Bank of America,440000,Davidfort,device_13,2025-01-06 23:49:00,0
48.51,Bank of America,430000,Edwardstown,device_4,2025-04-21 13:36:18,0
2.55,Citibank,430000,Kylemouth,device_8,2025-01-16 13:55:33,0
182.63,Wells Fargo,430000,Lake Jenniferberg,device_62,2025-03-10 08:01:28,0
1.15,Chase,440000,Amberfort,device_34,2025-01-15 18:26:31,0
121.64,Citibank,440000,New Richardmouth,device_16,2025-04-23 15:28:23,0
351.52,Bank of America,410000,Reginaland,device_19,2025-02-09 22:02:29,0
57.57,Chase,410000,Ramirezview,device_66,2025-03-08 14:06:32,0
26.78,Capital One,410000,Jasonstad,device_61,2025-01-01 21:32:31,0
122.03,Wells Fargo,400000,Lake Robertmouth,device_76,2025-01-16 01:19:00,0
169.9,Wells Fargo,430000,Smithfort,device_50,2025-01-03 21:20:39,0
79.06,Bank of America,430000,Port Joshuatown,device_54,2025-05-09 17:18:34,0
341.23,Chase,400000,North Donnamouth,device_37,2025-05-15 06:09:01,0
5.31,Capital One,430000,Sandraport,device_2,2025-01-01 15:52:04,0
70.28,Bank of America,440000,South Shawn,device_57,2025-01-24 11:30:43,1
126.75,Chase,430000,Port Markfurt,device_93,2025-01-25 01:21:26,0
198.52,Bank of America,410000,Johnnymouth,device_46,2025-02-14 21:07:35,0
19.75,Capital One,410000,New Sarahton,device_45,2025-02-22 17:18:49,0
160.95,Capital One,430000,Anthonymouth,device_66,2025-05-13 17:48:07,0
80.45,Chase,420000,West Tracy,device_84,2025-01-01 03:05:24,0
50.51,Wells Fargo,430000,Brianfort,device_92,2025-05-06 20:15:46,0
14.12,Chase,420000,Wardmouth,device_98,2025-02-24 05:03:13,0
200.47,Citibank,400000,New Sophiabury,device_83,2025-02-05 16:38:00,0
17.11,Citibank,440000,Hardyport,device_85,2025-02-18 04:14:48,0
37.08,Capital One,440000,Williamston,device_34,2025-01-31 22:48:22,0
34.26,Wells Fargo,440000,Powellbury,device_75,2025-05-04 08:52:22,0
205.12,Capital One,430000,North Robertton,device_9,2025-05-01 17:55:42,1
111.69,Chase,410000,Logantown,device_13,2025-04-17 02:18:56,0
159.3,Citibank,430000,East April,device_42,2025-03-20 11:28:45,0
28.83,Chase,400000,New Craig,device_23,2025-04-11 18:06:23,0
98.05,Citibank,430000,Hallfurt,device_9,2025-04-05 09:21:23,0
84.8,Wells Fargo,400000,Hannahville,device_5,2025-04-10 16:19:32,0
178.87,Bank of America,430000,Victoriahaven,device_98,2025-02-22 16:30:25,0
236.54,Bank of America,410000,Rhodesmouth,device_42,2025-02-08 08:33:10,0
1.22,Citibank,430000,Port Monicamouth,device_18,2025-03-03 22:18:44,0
112.09,Capital One,440000,Lake Austinfurt,device_26,2025-04-03 07:03:51,0
5.32,Citibank,430000,Walterschester,device_87,2025-05-20 21:43:42,0
79.6,Chase,410000,East Julia,device_56,2025-04-21 00:41:07,0
33.92,Chase,400000,Stevenport,device_75,2025-01-23 21:47:55,1
36.64,Bank of America,410000,North Angela,device_5,2025-02-11 18:51:06,0
43.53,Bank of America,420000,East Sarah,device_100,2025-01-04 19:40:38,0
97.1,Capital One,400000,Thomasmouth,device_44,2025-02-14 03:43:44,0
40.65,Capital One,430000,New Jessicamouth,device_25,2025-01-26 19:40:46,0
131.94,Capital One,430000,Juliastad,device_65,2025-01-22 16:02:25,0
51.84,Capital One,440000,Jessicaton,device_18,2025-01-01 12:07:45,0
7.08,Citibank,430000,Jeffreyside,device_81,2025-04-24 05:27:18,0
153.14,Bank of America,440000,Simonfurt,device_11,2025-05-12 14:14:29,0
33.65,Capital One,420000,Port Daniel,device_13,2025-03-16 23:36:30,0
56.7,Chase,400000,Port Zachary,device_77,2025-03-16 14:47:59,0
115.66,Bank of America,410000,Bonnieport,device_38,2025-04-04 22:04:42,0
40.42,Wells Fargo,430000,Turnerborough,device_91,2025-04-23 18:29:22,0
5.82,Chase,420000,West Loganburgh,device_10,2025-03-16 01:55:51,0
46.83,Chase,440000,Jessicaview,device_79,2025-03-22 12:30:30,0
289.04,Citibank,440000,North Christopher,device_8,2025-02-02 14:54:11,0
102.65,Bank of America,440000,Christinaland,device_61,2025-05-14 05:45:23,0
111.32,Wells Fargo,400000,Davidborough,device_5,2025-03-12 13:53:03,0
100.04,Wells Fargo,410000,South Annefort,device_43,2025-03-06 10:22:30,0
22.19,Bank of America,410000,North Donald,device_27,2025-04-22 05:09:12,0
54.19,Wells Fargo,400000,Carrfurt,device_31,2025-01-27 17:11:19,0
139.01,Capital One,440000,Mooreview,device_90,2025-02-19 18:22:03,0
10.69,Bank of America,420000,Franklinshire,device_10,2025-03-11 09:11:44,0
32.55,Capital One,440000,New Wandabury,device_11,2025-05-11 01:03:06,0
32.34,Citibank,410000,North Jerrychester,device_35,2025-02-09 21:04:32,0
56.57,Bank of America,400000,Tinafort,device_64,2025-05-03 11:16:56,0
393.06,Wells Fargo,430000,West Cynthia,device_62,2025-04-11 07:19:20,0
6.99,Chase,400000,West Jacqueline,device_8,2025-04-29 22:47:29,1
73.13,Chase,440000,Gutierrezhaven,device_78,2025-04-29 12:42:59,0
19.77,Bank of America,440000,Kelseymouth,device_62,2025-01-31 08:10:53,0
352.94,Citibank,410000,Whiteville,device_56,2025-04-22 14:49:36,0
12.03,Capital One,410000,Port Erika,device_15,2025-03-11 21:56:55,0
51.68,Capital One,420000,Eduardoland,device_46,2025-02-21 17:39:18,0
133.9,Citibank,400000,West Zacharyton,device_31,2025-01-25 18:07:40,0
121.93,Capital One,400000,Emilyton,device_30,2025-02-11 06:55:19,0
54.94,Capital One,440000,Jeffreymouth,device_6,2025-03-29 07:28:15,0
42.54,Bank of America,410000,South Ashleymouth,device_8,2025-04-28 03:08:48,0
50.69,Chase,430000,Jenkinsberg,device_24,2025-03-01 19:08:49,0
30.69,Wells Fargo,420000,Port Michelle,device_78,2025-04-30 19:27:20,0
22.98,Chase,420000,East Erin,device_17,2025-01-18 01:26:11,0
65.98,Citibank,400000,East Jeffrey,device_85,2025-03-25 10:06:21,0
31.27,Wells Fargo,440000,New Michaelburgh,device_27,2025-05-15 09:46:13,0
33.89,Wells Fargo,410000,Larryshire,device_57,2025-04-23 06:24:11,0
106.93,Wells Fargo,440000,Cameronmouth,device_38,2025-04-18 02:14:01,0
345.9,Chase,440000,South Donna,device_35,2025-02-16 09:45:55,0
92.54,Capital One,440000,Lake Zachary,device_14,2025-01-22 07:53:28,0
8.01,Citibank,440000,Marshallview,device_63,2025-05-02 06:08:50,0
7.86,Chase,410000,New Karltown,device_67,2025-03-18 22:11:03,0
302.46,Capital One,410000,Williamsontown,device_16,2025-02-05 17:21:40,0
35.28,Chase,400000,West Margaretstad,device_31,2025-04-14 10:51:29,0
9.66,Citibank,400000,Chadmouth,device_3,2025-03-07 02:12:59,0
91.39,Bank of America,420000,Lake David,device_36,2025-03-16 10:18:00,0
97.72,Wells Fargo,400000,Karenfort,device_8,2025-01-03 18:19:12,0
104.56,Capital One,430000,Lake Jasonburgh,device_2,2025-03-29 04:04:10,1
31.12,Bank of America,410000,Dianaland,device_27,2025-05-23 00:17:27,0
1.52,Citibank,440000,East Davidtown,device_7,2025-02-21 11:42:52,0
335.28,Bank of America,440000,Lake Marymouth,device_98,2025-03-11 08:37:14,0
28.89,Bank of America,440000,Cameronberg,device_97,2025-04-11 05:19:12,0
112.71,Wells Fargo,440000,Riggsfort,device_28,2025-01-07 17:50:27,0
122.63,Wells Fargo,440000,Carrollfurt,device_56,2025-03-01 02:47:20,0
94.16,Bank of America,400000,Kennethfort,device_71,2025-02-22 09:14:14,0
37.53,Wells Fargo,440000,Mendezside,device_60,2025-02-11 07:50:43,0
31.62,Capital One,440000,Jonathanbury,device_34,2025-01-20 10:30:19,0
91.05,Citibank,430000,Lake Corymouth,device_96,2025-01-20 21:33:37,0
201.06,Chase,410000,West Robert,device_2,2025-04-20 09:33:26,0
293.25,Wells Fargo,400000,Ericshire,device_32,2025-02-25 03:20:49,0
11.19,Wells Fargo,420000,North Kimberlyborough,device_74,2025-04-26 01:41:06,0
16.82,Capital One,420000,Port Jacqueline,device_47,2025-04-27 19:54:12,0
289.56,Wells Fargo,440000,Johnmouth,device_2,2025-04-29 19:40:14,0
133.38,Capital One,420000,Angelatown,device_34,2025-01-30 15:15:34,0
214.55,Citibank,430000,North Victoria,device_3,2025-03-02 10:16:31,0
22.64,Citibank,400000,Port Sean,device_46,2025-03-13 21:05:56,0
88.57,Capital One,410000,Jonathanbury,device_53,2025-02-03 09:46:31,0
120.78,Bank of America,420000,Lambfurt,device_79,2025-05-21 06:42:21,0
113.98,Bank of America,430000,Howardmouth,device_24,2025-03-28 02:44:29,0
52.45,Wells Fargo,420000,Jacksonton,device_64,2025-04-06 01:08:11,0
1.55,Chase,410000,Wellshaven,device_80,2025-02-10 09:15:23,0
87.45,Chase,400000,Millerborough,device_84,2025-03-18 16:32:11,1
29.18,Citibank,440000,Williamsbury,device_41,2025-01-11 12:42:30,1
59.83,Bank of America,420000,North Eric,device_33,2025-03-12 09:32:13,1
316.02,Wells Fargo,440000,North Vickiside,device_1,2025-05-18 08:19:50,1
50.92,Bank of America,440000,South Tonyaview,device_57,2025-04-22 04:05:38,0
183.13,Bank of America,410000,Richardside,device_27,2025-03-06 08:09:09,0
20.89,Wells Fargo,430000,Melissaborough,device_10,2025-05-17 13:13:46,0
111.61,Wells Fargo,410000,South Joshua,device_4,2025-03-18 06:03:52,0
377.26,Wells Fargo,420000,Port Joshua,device_53,2025-03-04 11:26:34,0
10.75,Wells Fargo,430000,Danielleland,device_38,2025-02-11 21:31:18,0
0.84,Chase,420000,Aliciatown,device_6,2025-01-23 03:22:40,0
56.84,Chase,440000,Lake Noahstad,device_4,2025-03-27 10:27:01,0
9.72,Chase,420000,Kylefort,device_66,2025-04-18 03:16:30,0
137.99,Capital One,440000,Watsonfort,device_92,2025-01-29 05:14:15,0
245.98,Chase,430000,Michaelberg,device_75,2025-03-22 18:54:52,1
56.92,Citibank,400000,Gomezton,device_10,2025-04-20 02:00:21,0
29.94,Chase,440000,Port Laurabury,device_65,2025-01-29 13:51:12,0
56.99,Capital One,430000,New Veronica,device_69,2025-02-12 03:16:49,0
128.54,Capital One,400000,Chelseaville,device_78,2025-04-25 12:42:00,0
0.91,Capital One,440000,North Erictown,device_57,2025-04-03 02:55:13,0
89.03,Chase,440000,East David,device_38,2025-01-06 20:10:54,0
95.01,Wells Fargo,410000,West Stephen,device_99,2025-05-23 09:03:20,0
101.53,Chase,430000,North Krystal,device_41,2025-01-18 06:08:25,0
27.71,Bank of America,410000,Danielland,device_57,2025-03-30 12:02:33,0
125.19,Citibank,420000,North Melindashire,device_11,2025-01-10 09:52:56,0
9.58,Capital One,400000,Mirandabury,device_47,2025-03-21 17:30:26,0
22.22,Capital One,410000,Davidton,device_58,2025-02-15 01:03:19,0
209.94,Chase,440000,South Melissa,device_17,2025-01-30 08:33:44,0
134.22,Chase,430000,East Jessefort,device_87,2025-01-19 01:21:07,0
1.38,Chase,440000,Smithshire,device_34,2025-05-18 07:12:34,0
28.55,Wells Fargo,420000,South Jonathan,device_16,2025-02-22 18:42:19,0
24.13,Citibank,440000,Patrickland,device_19,2025-04-30 17:11:55,0
31.58,Chase,410000,Ericfurt,device_2,2025-02-20 04:56:19,1
28.44,Capital One,430000,Kellymouth,device_96,2025-02-06 18:03:37,0
6.46,Bank of America,430000,Monroeland,device_4,2025-01-25 20:42:38,0
61.42,Bank of America,410000,Walkerland,device_66,2025-02-07 08:48:56,0
131.95,Citibank,430000,Whitneyhaven,device_46,2025-04-16 06:13:06,0
93.33,Capital One,410000,Sandraberg,device_92,2025-05-18 09:36:24,0
111.74,Wells Fargo,420000,Robinsonburgh,device_76,2025-04-05 17:18:39,0
8.46,Bank of America,400000,South Claytonshire,device_10,2025-05-02 07:25:36,0
302.6,Wells Fargo,430000,Millerside,device_53,2025-04-25 08:00:32,0
182.32,Citibank,420000,South Kennethhaven,device_97,2025-05-07 10:23:34,0
163.52,Chase,410000,Palmerville,device_93,2025-01-16 20:36:51,0
173.15,Capital One,400000,Laurafurt,device_20,2025-04-23 19:14:16,0
269.88,Capital One,440000,Jasonshire,device_48,2025-03-08 12:19:38,0
78.58,Citibank,430000,New Tonyaburgh,device_42,2025-05-13 04:42:36,0
22.35,Capital One,440000,Lake Sarahview,device_36,2025-02-08 09:12:21,0
95.92,Bank of America,410000,East Erica,device_39,2025-01-21 04:13:04,0
135.82,Bank of America,440000,Erintown,device_67,2025-04-27 16:32:06,0
133.91,Capital One,440000,West Marc,device_55,2025-05-09 14:03:44,0
73.7,Citibank,420000,Howeburgh,device_97,2025-03-26 14:25:32,0
7.09,Chase,400000,Lake Tonyabury,device_95,2025-05-12 10:08:05,0
46.38,Chase,430000,South Allen,device_67,2025-04-01 22:38:26,0
253.54,Capital One,420000,New Melinda,device_13,2025-05-07 06:21:24,0
87.81,Chase,400000,Blakeville,device_37,2025-03-01 18:29:46,0
77.29,Citibank,410000,North Roberttown,device_22,2025-02-16 22:40:19,0
31.31,Wells Fargo,440000,South Jenna,device_97,2025-02-26 10:49:56,0
45.96,Chase,420000,West Evanland,device_19,2025-05-23 18:44:28,0
225.71,Capital One,440000,Caseychester,device_97,2025-04-04 15:56:35,0
109.8,Capital One,400000,Ginaside,device_70,2025-01-21 13:09:47,0
154.83,Chase,400000,Harrisbury,device_63,2025-02-03 21:36:50,0
60.58,Bank of America,420000,North Kendra,device_27,2025-04-22 17:29:46,0
99.49,Capital One,430000,Port Carolyn,device_94,2025-01-05 15:18:19,0
28.55,Chase,430000,Brianview,device_38,2025-03-21 23:09:13,0
122.23,Bank of America,430000,New Erikachester,device_56,2025-03-15 05:04:18,0
55.79,Bank of America,410000,South David,device_36,2025-04-26 10:19:17,0
58.44,Bank of America,420000,North Christine,device_11,2025-01-17 02:49:36,0
104.79,Chase,400000,Weaverborough,device_42,2025-02-21 01:56:15,0
275.33,Wells Fargo,420000,New Nathanburgh,device_59,2025-02-08 09:33:27,0
6.61,Capital One,400000,New Lori,device_91,2025-01-14 10:05:55,0
174.15,Bank of America,430000,Alishaview,device_13,2025-02-03 12:09:44,0
34.59,Capital One,420000,South Donaldberg,device_25,2025-04-04 02:19:01,0
58.68,Bank of America,400000,Fosterland,device_32,2025-04-13 19:33:27,0
2.22,Citibank,410000,Donaldfort,device_87,2025-04-24 02:41:35,0
35.82,Citibank,410000,Shannonview,device_63,2025-03-18 17:44:54,0
69.84,Citibank,420000,Carrollburgh,device_17,2025-03-03 01:00:48,0
5.78,Bank of America,440000,Lauriefort,device_93,2025-01-17 19:42:57,0
67.55,Bank of America,430000,Thomasfurt,device_9,2025-02-14 19:31:46,0
261.88,Capital One,410000,West Maryton,device_91,2025-01-26 07:34:55,0
11.14,Citibank,420000,Fisherland,device_79,2025-05-23 05:29:36,0
144.58,Capital One,410000,Richardhaven,device_82,2025-03-28 18:13:52,0
52.71,Capital One,410000,Alexanderborough,device_39,2025-02-08 10:51:03,0
106.47,Wells Fargo,430000,Deborahborough,device_63,2025-01-21 11:38:24,0
30.14,Citibank,440000,Lake Mary,device_46,2025-03-02 00:07:54,0
17.37,Wells Fargo,400000,Port Christopher,device_29,2025-02-12 19:22:31,0
17.49,Wells Fargo,430000,Rachelfort,device_58,2025-02-05 18:37:17,0
7.31,Citibank,400000,East Linda,device_23,2025-03-24 09:15:20,0
20.54,Wells Fargo,400000,West Michael,device_45,2025-02-06 05:59:05,0
109.13,Chase,430000,East Davidville,device_63,2025-04-16 08:15:18,0
213.45,Chase,400000,East Jasonton,device_38,2025-02-26 00:07:32,0
168.27,Chase,430000,Port Julie,device_8,2025-01-29 15:27:30,0
115.56,Wells Fargo,420000,Port Ashley,device_87,2025-02-27 04:36:49,0
11.7,Citibank,430000,Port Andrea,device_55,2025-01-02 06:01:44,0
34.13,Bank of America,420000,Hopkinston,device_63,2025-02-28 07:38:43,0
37.08,Wells Fargo,400000,Smithtown,device_40,2025-04-06 08:10:09,0
28.76,Chase,440000,Andresville,device_22,2025-02-15 05:40:30,0
72.36,Bank of America,440000,Melissaton,device_79,2025-02-27 20:20:52,0
76.69,Capital One,440000,South Bonnie,device_3,2025-03-26 07:34:35,0
44.14,Bank of America,430000,Brownshire,device_12,2025-01-20 01:31:41,0
43.66,Wells Fargo,420000,West Tannerfurt,device_99,2025-05-22 17:28:34,0
176.35,Bank of America,400000,Stephanieberg,device_67,2025-02-07 19:28:04,0
155.73,Capital One,410000,Port Amandaville,device_21,2025-05-04 08:17:08,0
36.79,Citibank,410000,Kevinmouth,device_38,2025-02-17 23:28:22,0
245.1,Wells Fargo,420000,South Carrie,device_53,2025-04-08 23:06:55,0
305.37,Chase,400000,Williamsstad,device_5,2025-02-02 23:43:17,0
39.56,Capital One,400000,Nancyside,device_65,2025-01-29 04:03:59,0
43.76,Citibank,400000,Hawkinsfurt,device_21,2025-01-14 16:29:58,0
70.45,Bank of America,410000,Garciatown,device_81,2025-05-19 04:07:06,0
283.23,Chase,400000,Port Abigail,device_35,2025-02-18 03:10:32,0
209.01,Citibank,430000,Lake Jessica,device_17,2025-04-27 20:14:51,0
10.82,Wells Fargo,400000,South Robertville,device_10,2025-02-04 18:12:50,0
49.88,Citibank,400000,Lake Sharon,device_2,2025-05-19 21:07:10,0
80.6,Capital One,440000,Carrieview,device_20,2025-01-03 10:36:11,0
69.94,Capital One,430000,Dustinborough,device_25,2025-02-18 09:49:35,0
21.55,Wells Fargo,420000,Norristown,device_55,2025-02-19 23:50:58,0
195.77,Bank of America,420000,Patrickville,device_36,2025-03-13 05:55:09,0
112.99,Bank of America,420000,North Angela,device_84,2025-03-23 01:56:17,0
181.96,Citibank,420000,Kaitlynton,device_55,2025-03-09 08:54:37,0
195.73,Citibank,440000,North Dianeland,device_36,2025-02-16 21:30:10,0
137.97,Capital One,440000,Destinybury,device_32,2025-02-17 08:57:45,0
57.84,Citibank,430000,West Davidmouth,device_48,2025-01-15 13:51:54,0
94.3,Bank of America,430000,Amandaborough,device_29,2025-01-26 06:12:03,0
17.48,Bank of America,430000,Spencerland,device_99,2025-04-25 18:54:18,0
111.98,Wells Fargo,430000,South Joeland,device_73,2025-05-10 06:58:51,0
19.75,Wells Fargo,420000,Bethanyshire,device_19,2025-04-28 05:33:46,0
118.4,Bank of America,400000,Victorfurt,device_72,2025-02-17 02:55:34,0
26.08,Citibank,440000,South Williamland,device_32,2025-04-21 07:37:35,0
12.51,Citibank,440000,Lake Jaime,device_61,2025-02-12 11:25:53,0
18.07,Capital One,410000,Lake Justin,device_8,2025-05-19 06:16:30,0
0.2,Wells Fargo,430000,Coxberg,device_40,2025-03-22 21:47:25,0
126.85,Chase,400000,Sarahburgh,device_42,2025-02-23 21:04:10,0
131.83,Capital One,430000,South Joshua,device_1,2025-02-19 05:26:43,0
72.35,Chase,440000,Paynemouth,device_63,2025-01-28 02:52:09,0
17.6,Wells Fargo,410000,Sarahville,device_42,2025-03-11 09:08:11,0
8.73,Citibank,440000,Robertstad,device_72,2025-03-21 13:10:23,0
1.93,Bank of America,400000,Loweryville,device_55,2025-05-05 22:48:10,0
18.12,Citibank,410000,Millerfort,device_97,2025-03-07 20:38:44,1
221.51,Bank of America,410000,Port Alexandria,device_26,2025-02-07 06:28:20,0
27.65,Bank of America,400000,Branchview,device_55,2025-05-05 06:36:06,0
43.74,Capital One,430000,Port Williamport,device_18,2025-03-13 01:23:41,0
11.13,Capital One,430000,Taylormouth,device_2,2025-03-27 10:52:10,1
25.15,Wells Fargo,440000,Hallhaven,device_42,2025-04-05 14:10:53,0
73.24,Wells Fargo,440000,Port Travisberg,device_84,2025-01-20 15:05:20,0
93.59,Wells Fargo,440000,West Candaceside,device_88,2025-03-20 05:44:16,0
28.15,Capital One,420000,North Susan,device_67,2025-05-03 08:19:18,0
5.95,Citibank,430000,North Brian,device_27,2025-01-11 05:06:09,0
49.6,Chase,410000,Mariaport,device_68,2025-05-01 01:05:00,0
26.68,Citibank,400000,Banksport,device_41,2025-03-31 10:06:33,0
24.79,Chase,430000,Spearsbury,device_9,2025-03-08 12:10:11,0
321.55,Bank of America,420000,East Jamieland,device_90,2025-04-29 06:21:34,0
95.79,Bank of America,440000,Andreaview,device_59,2025-01-09 22:19:58,0
